task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	98/7c217a	4683117	preprocessing_mapping:getBwaVersion (BWA version)	CACHED	0	2023-06-22 11:20:17.678	34.2s	603ms	6.8%	0	0	502.8 KB	3.2 KB
10	1e/487254	4683142	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:27.357	24m 55s	6m 28s	1566.9%	9 GB	31.1 GB	12.1 GB	6.9 GB
5	54/236a58	4683124	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:19.986	32m 22s	32m 7s	596.8%	9.1 GB	31.1 GB	12.1 GB	6.9 GB
38	ce/4087af	4683118	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:18.002	59m 14s	58m 5s	332.4%	9.1 GB	30.4 GB	12.1 GB	6.9 GB
36	20/f3a079	4683152	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:30.778	35m 11s	6m 28s	1566.5%	9 GB	31 GB	12.1 GB	6.9 GB
11	f0/43d425	4683137	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:25.131	20m 12s	5m 56s	1563.4%	8.9 GB	31.2 GB	12.1 GB	6.9 GB
26	f6/340bbf	4683121	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:18.944	8m 13s	7m 27s	1394.4%	9.1 GB	31 GB	12.1 GB	6.9 GB
34	8d/7dd997	4683122	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:19.314	37m 23s	36m 31s	238.0%	8.9 GB	30.4 GB	8.3 GB	3.1 GB
47	1c/0ad12f	4683126	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:20.940	8m 11s	7m 9s	1382.8%	9 GB	30.9 GB	12 GB	6.8 GB
40	cc/24eac9	4683145	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:28.487	27m 9s	6m 20s	1566.0%	9 GB	31.2 GB	12.1 GB	6.9 GB
37	08/d46d8e	4683158	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:32.481	42m 10s	6m 26s	1567.5%	9 GB	31 GB	12.1 GB	6.9 GB
16	f8/43d1a8	4683128	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:21.756	8m 10s	7m 12s	1379.4%	9 GB	30.6 GB	12 GB	6.9 GB
25	2f/392d61	4683162	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:33.647	45m 14s	6m 13s	1566.5%	8.9 GB	31 GB	12 GB	6.8 GB
30	32/ab41a7	4683174	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:36.940	57m	2m	1466.9%	8.8 GB	30.9 GB	7.2 GB	2.1 GB
8	9e/fd3602	4683168	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:35.368	53m 7s	6m 15s	1564.9%	8.9 GB	31 GB	12 GB	6.8 GB
14	9a/556de8	4683167	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:35.183	52m 7s	6m 22s	1567.3%	9 GB	31 GB	12 GB	6.8 GB
48	02/f64c82	4683148	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:29.637	27m 13s	1m 54s	1427.5%	8.8 GB	30.8 GB	6.9 GB	1.7 GB
39	16/0ba998	4683123	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:19.611	16m 17s	15m 32s	366.1%	8.8 GB	30.8 GB	7.2 GB	2.1 GB
35	02/69f039	4683169	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:35.566	55m 7s	6m 30s	1566.4%	9 GB	30.9 GB	12 GB	6.8 GB
31	96/7327ef	4683165	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:34.790	49m 22s	6m 11s	1566.9%	8.9 GB	31.2 GB	12.1 GB	6.9 GB
15	39/482e3e	4683136	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:24.730	19m 52s	6m 9s	1565.9%	9 GB	31.1 GB	12 GB	6.9 GB
33	b6/35077b	4683132	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:23.034	13m 44s	6m 20s	1565.3%	8.9 GB	31.3 GB	12 GB	6.8 GB
32	5f/f3aee8	4683138	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:25.455	15m 51s	1m 31s	1383.9%	8.7 GB	31.1 GB	6.6 GB	1.5 GB
12	39/1822a9	4683149	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:29.878	32m 12s	6m 37s	1567.8%	9.1 GB	30.9 GB	12.1 GB	6.9 GB
3	ec/27742b	4683144	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:28.032	23m 14s	3m 10s	1505.3%	8.9 GB	31.1 GB	8.6 GB	3.4 GB
13	32/bc06cb	4683161	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:33.418	1h 31m 24s	54m 16s	350.8%	9 GB	30.4 GB	12 GB	6.9 GB
24	0a/ee68c5	4683131	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:22.699	13m 44s	6m 16s	1564.0%	9 GB	30.9 GB	12 GB	6.9 GB
1	f6/03be76	4683120	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:18.637	30m 18s	29m 30s	665.9%	9.1 GB	30.6 GB	12.1 GB	6.9 GB
45	86/7e81f9	4683175	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:37.178	1h 3m 5s	6m 38s	1569.2%	9 GB	30.9 GB	12 GB	6.9 GB
41	cf/aabdd1	4683130	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:22.434	11m 44s	6m 7s	1565.1%	8.9 GB	31 GB	12 GB	6.8 GB
46	55/69103c	4683176	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:37.359	1h 30m 5s	32m 26s	550.0%	9.1 GB	30.6 GB	12 GB	6.9 GB
18	f8/e7f9d5	4683119	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:18.304	32m 24s	31m 19s	633.8%	9.1 GB	30.6 GB	12.1 GB	6.9 GB
20	5e/766324	4683135	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:24.340	14m 8s	6m 16s	1556.5%	9 GB	31.2 GB	12.1 GB	6.9 GB
23	c4/aa948e	4683155	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:31.595	39m 11s	6m 31s	1568.0%	9 GB	31.2 GB	12.1 GB	6.9 GB
9	8b/849acb	4683146	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:28.866	25m 13s	1m 48s	1482.3%	8.8 GB	31.1 GB	7 GB	1.9 GB
6	d0/0a1b1d	4683156	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:31.802	1h 4m 20s	32m 1s	617.8%	9.2 GB	30.4 GB	12.1 GB	6.9 GB
7	e7/76e123	4683143	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:27.704	43m 14s	23m 37s	569.5%	9 GB	31.2 GB	12.1 GB	6.9 GB
21	ad/4f253d	4683160	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:33.108	43m 9s	6m 30s	1568.4%	9 GB	31.2 GB	12.1 GB	6.9 GB
49	cb/1e06bf	4683147	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:29.358	28m 8s	4m 22s	1543.2%	9 GB	30.8 GB	9.7 GB	4.5 GB
17	38/b0b0ca	4683129	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:22.171	7m 40s	7m 11s	1385.3%	9 GB	31.2 GB	12 GB	6.9 GB
22	14/800b9e	4683139	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:25.984	20m 56s	6m 25s	1566.7%	9 GB	31 GB	12 GB	6.9 GB
43	0a/16fe6d	4683125	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:20.321	5m 7s	4m 59s	1258.6%	8.9 GB	30.7 GB	9.7 GB	4.6 GB
42	3f/815878	4683150	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:30.179	33m 12s	6m 33s	1565.3%	9.1 GB	31.1 GB	12.1 GB	6.9 GB
28	81/8a0ffe	4683172	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:36.282	58m 11s	6m 15s	1565.3%	8.9 GB	31.2 GB	12.1 GB	6.9 GB
29	b6/b2bf53	4683140	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:26.329	51m 51s	35m 42s	557.7%	9.1 GB	30.4 GB	12.1 GB	6.9 GB
27	53/351f52	4683170	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:35.815	56m 6s	6m 29s	1569.0%	8.9 GB	31.1 GB	12 GB	6.8 GB
4	45/3f0138	4683127	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:21.358	13m 16s	13m 4s	848.4%	9.1 GB	30.8 GB	12.1 GB	6.9 GB
19	a0/0eea75	4683163	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:34.165	46m 18s	6m 21s	1564.9%	9 GB	31 GB	12.1 GB	6.9 GB
44	6e/00a9c0	4683180	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:38.190	1h 6m 4s	6m 24s	1565.0%	9 GB	31.2 GB	12.1 GB	6.9 GB
50	3e/b17c01	4683178	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:37.817	1h 53m 5s	54m 38s	343.8%	9 GB	30.4 GB	12 GB	6.8 GB
57	7f/6f254a	4683184	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:39.009	1h 11m 3s	6m 26s	1565.0%	9.1 GB	31.2 GB	12.1 GB	6.9 GB
53	8f/a7ec1d	4683181	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:38.412	1h 32m 4s	31m 17s	638.8%	9.1 GB	30.4 GB	12 GB	6.9 GB
56	c3/5b1c80	4683183	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:38.829	1h 36m 29s	31m 52s	612.3%	9.1 GB	30.4 GB	12.1 GB	6.9 GB
71	5a/563d09	4683195	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:42.009	2h 36m 1s	1h 16m 46s	268.6%	9.1 GB	31.2 GB	12.1 GB	6.9 GB
54	16/19d0fd	4683141	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:26.685	22m 50s	6m 34s	1569.0%	9 GB	31 GB	12.1 GB	6.9 GB
80	b6/0452cb	4683134	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:23.916	18m 13s	6m 22s	1555.4%	8.9 GB	31.2 GB	12.1 GB	6.9 GB
87	11/af295d	4683182	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:38.620	1h 9m 24s	6m 18s	1568.8%	8.9 GB	30.9 GB	12 GB	6.8 GB
94	e1/ca0b0f	4683214	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:46.585	1h 42m 56s	6m 17s	1564.7%	8.9 GB	31 GB	12 GB	6.8 GB
93	b3/b1a72e	4683213	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:46.349	1h 44m 16s	7m 58s	348.1%	7.3 GB	29.2 GB	6.1 GB	981.8 MB
104	ae/02e315	4683225	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:28:32.200	1h 37m 10s	4m 45s	1550.6%	9 GB	31.5 GB	10.4 GB	5.2 GB
91	b2/fdf4dd	4683212	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:46.146	1h 56m 16s	20m 19s	670.0%	9 GB	30.9 GB	12.1 GB	6.9 GB
96	7d/72ed59	4683215	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:46.810	1h 40m 16s	2m 38s	1498.5%	8.9 GB	31.8 GB	8.1 GB	2.9 GB
102	6b/c812b3	4683211	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:45.929	1h 40m 12s	6m 6s	1568.6%	8.9 GB	31.3 GB	12 GB	6.9 GB
115	cf/ff7f61	4683154	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:31.305	57m 11s	25m 32s	686.5%	9 GB	30.9 GB	12 GB	6.8 GB
113	02/27bdcd	4683153	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:31.030	1h 16s	30m 15s	679.2%	9.1 GB	30.8 GB	12 GB	6.9 GB
62	c6/5d568d	4683190	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:40.289	1h 19m 2s	6m 23s	1567.1%	9 GB	30.9 GB	12 GB	6.9 GB
67	df/8445d5	4683193	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:41.367	1h 24m 31s	6m 7s	1565.9%	9 GB	31.1 GB	12.1 GB	6.9 GB
61	e3/29e538	4683187	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:39.693	1h 16m 3s	6m 22s	1565.7%	9 GB	31.1 GB	12.1 GB	6.9 GB
141	39/16d297	4683166	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:34.971	1h 23m 27s	39m 52s	403.8%	9.1 GB	30.4 GB	12.1 GB	6.9 GB
72	3e/00c4fb	4683192	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:40.883	1h 23m 31s	6m 13s	1566.3%	9 GB	31.5 GB	12 GB	6.9 GB
111	45/f80771	4683151	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:30.543	34m 12s	6m 27s	1565.9%	9 GB	31.2 GB	12.1 GB	6.9 GB
126	b0/2960e2	4683196	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:42.264	1h 26m	3m 48s	1533.7%	8.9 GB	31.2 GB	9.3 GB	4.1 GB
124	e7/82fab5	4683159	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:32.900	40m 9s	6m 25s	1566.9%	9 GB	31.5 GB	12.1 GB	6.9 GB
109	4d/c582f0	4683227	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:28:32.787	1h 42m 10s	6m 19s	1563.6%	9.1 GB	30.4 GB	12.1 GB	6.9 GB
121	00/3b1768	4683238	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:34:07.470	1h 36m	1m 45s	1434.5%	8.8 GB	31 GB	6.8 GB	1.7 GB
147	f5/ff5833	4683205	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:44.721	2h 1m 18s	31m 13s	576.9%	9 GB	30.6 GB	12.1 GB	6.9 GB
148	28/6dcf11	4683255	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:48:37.676	1h 38m 50s	6m 16s	1567.2%	8.9 GB	31.1 GB	12 GB	6.9 GB
144	83/c36c22	4683251	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:47:42.484	1h 39m 45s	6m 11s	1566.4%	8.9 GB	31.1 GB	12 GB	6.9 GB
81	20/faee74	4683171	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:36.077	1h 27m 6s	34m 56s	555.1%	9.1 GB	30.5 GB	12.1 GB	6.9 GB
78	98/777318	4683133	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:23.395	1h 18m 44s	1h 10m 55s	285.9%	9.1 GB	31.2 GB	11.5 GB	6.3 GB
88	71/f71678	4683210	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:45.641	1h 39m 12s	6m 26s	1566.2%	9.1 GB	31.1 GB	12.1 GB	6.9 GB
82	eb/1a088d	4683202	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:43.841	1h 37m 29s	10m 8s	1330.5%	9 GB	30.5 GB	12.1 GB	6.9 GB
73	a6/3d6fee	4683164	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:34.359	48m 8s	6m 14s	1564.0%	8.9 GB	31 GB	12 GB	6.8 GB
76	73/b9d193	4683198	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:42.665	1h 29m 35s	6m 16s	1566.0%	9 GB	31 GB	12.1 GB	6.9 GB
84	be/5eba67	4683206	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:44.881	1h 36m 38s	6m 17s	1566.2%	9 GB	31.2 GB	12.1 GB	6.9 GB
85	62/c7ebb7	4683208	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:45.240	2h 3m 12s	31m 55s	642.3%	9.1 GB	30.4 GB	12.1 GB	6.9 GB
101	12/0d8ae1	4683188	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:39.885	1h 17m 37s	6m 10s	1565.3%	9 GB	31.2 GB	12.1 GB	6.9 GB
99	15/75875d	4683216	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:47.234	1h 40m 15s	2m 33s	1502.6%	8.9 GB	31 GB	7.7 GB	2.6 GB
120	41/cd23b1	4683232	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:32:07.303	1h 49m 35s	16m	538.8%	9 GB	30.4 GB	8 GB	2.9 GB
128	73/83400e	4683240	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:36:17.249	1h 41m 5s	6m 19s	1565.5%	9 GB	31 GB	12.1 GB	6.9 GB
132	ac/deac0b	4683244	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:40:37.355	1h 40m 5s	6m 56s	1555.9%	8.9 GB	31.2 GB	12.1 GB	6.9 GB
103	ea/f05c34	4683224	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:28:02.141	1h 39m 40s	6m 37s	1565.5%	9 GB	30.9 GB	12.1 GB	6.9 GB
100	ca/41b659	4683223	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:25:27.256	1h 38m 45s	3m 25s	1536.3%	8.9 GB	31.2 GB	9 GB	3.8 GB
133	37/6f47e1	4683246	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:43:17.281	1h 38m 55s	6m 15s	1565.3%	8.9 GB	31.5 GB	12.1 GB	6.9 GB
130	ce/a59d97	4683157	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:32.230	35m 50s	2m 22s	1511.8%	8.9 GB	31.1 GB	7.6 GB	2.5 GB
127	3b/7abfd8	4683241	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:36:37.231	1h 40m 45s	6m 13s	1565.1%	8.9 GB	31 GB	12 GB	6.9 GB
136	fa/ed710b	4683200	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:20:43.272	1h 26m 29s	1m 29s	1432.2%	8.9 GB	31.3 GB	6.5 GB	1.4 GB
119	ba/5cf6ec	4683236	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:33:37.250	1h 38m 35s	6m 18s	1568.0%	9.1 GB	31.1 GB	12.1 GB	6.9 GB
110	f4/d97df1	4683226	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:28:32.570	1h 41m 45s	6m 31s	1566.5%	9 GB	31.1 GB	12 GB	6.9 GB
151	fd/c837c0	4683256	preprocessing_mapping:samToFastqBwaMem (NA12878)	CACHED	0	2023-06-22 11:50:37.346	1h 56m 55s	25m 23s	744.7%	9.1 GB	30.6 GB	12 GB	6.9 GB
139	eb/c6611f	4684412	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 06:15:57.773	1h 21m 30s	2m 11s	150.5%	4 GB	24.3 GB	2.4 GB	1 GB
63	28/d53703	4684362	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 04:58:47.957	2h 25m 40s	2m 10s	153.6%	4 GB	24.8 GB	2.4 GB	1 GB
68	14/a1477d	4684395	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 05:52:32.766	1h 41m 50s	2m 11s	142.3%	4 GB	23.8 GB	1.1 GB	473.9 MB
89	ca/8751c4	4684409	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 06:10:47.781	1h 25m 55s	2m 15s	150.9%	4 GB	24.8 GB	2.5 GB	1.1 GB
108	81/baccfc	4684400	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 05:58:47.823	1h 35m 50s	2m 14s	144.8%	4 GB	24.7 GB	2.4 GB	1 GB
69	f6/7830c4	4684377	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 05:28:17.577	2h 1m 10s	2m 12s	146.3%	4 GB	24.8 GB	2.4 GB	1 GB
114	11/eb7ab6	4684396	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 05:52:37.707	1h 42m	2m 12s	144.7%	4 GB	24.8 GB	2.4 GB	1.1 GB
122	fd/22521b	4684422	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 06:29:02.883	1h 11m 30s	2m 15s	146.5%	4 GB	24 GB	2.4 GB	1 GB
135	cb/9a3716	4684368	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 05:16:47.529	2h 8m	28.5s	171.0%	4 GB	24.8 GB	508.7 MB	204.3 MB
95	9a/8860fa	4684374	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 05:23:22.578	2h 5m 15s	2m 25s	150.7%	4 GB	24 GB	2.4 GB	1 GB
98	71/be78a6	4684357	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 04:52:47.392	2h 31m 6s	4m 42s	134.7%	4 GB	23.6 GB	2.4 GB	1 GB
90	81/4e0860	4684391	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 05:45:42.615	1h 47m	2m 16s	145.5%	4 GB	24.8 GB	2.4 GB	1.1 GB
70	ea/667f2c	4684361	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 04:58:47.417	2h 24m 40s	2m 34s	152.1%	4 GB	24 GB	2.4 GB	1 GB
150	f4/2f459f	4684410	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 06:10:48.124	1h 26m 40s	2m 12s	145.4%	4 GB	24.8 GB	2.4 GB	1 GB
66	96/248ed5	4684415	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 06:17:02.740	1h 20m	39.5s	164.2%	4 GB	24.8 GB	708.5 MB	292.2 MB
105	45/36e981	4684404	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 06:03:37.717	1h 31m 15s	2m 11s	152.0%	4 GB	24.4 GB	2.4 GB	1 GB
86	d3/84710a	4684413	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 06:16:47.874	1h 20m 45s	2m 13s	148.5%	4 GB	24 GB	2.4 GB	1 GB
60	b3/5d7154	4684393	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 05:46:57.598	1h 46m 35s	2m 15s	146.9%	4 GB	23.9 GB	2.5 GB	1.1 GB
58	a6/35602b	4684399	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 05:57:48.036	1h 36m 50s	2m 22s	147.7%	4 GB	24 GB	2.5 GB	1.1 GB
117	38/82b131	4684363	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 05:04:47.440	2h 20m 41s	2m 9s	149.3%	4 GB	24.4 GB	2.3 GB	1 GB
116	1a/c9a0dc	4684389	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 05:40:32.579	1h 50m 50s	2m 11s	151.3%	4 GB	24.8 GB	2.5 GB	1.1 GB
112	3a/77d90d	4684367	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 05:11:47.461	2h 17m 5s	4m 25s	136.4%	4 GB	24 GB	2.4 GB	1 GB
145	0e/46e886	4684385	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 05:34:32.769	1h 54m 20s	34.9s	169.6%	4 GB	24.8 GB	670.9 MB	276.3 MB
64	e8/c631b8	4684405	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 06:04:42.799	1h 30m 50s	2m 12s	151.2%	4 GB	24.1 GB	2.3 GB	1 GB
107	13/fb5c75	4684382	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 05:31:22.527	1h 57m 5s	34.6s	172.5%	4 GB	24.8 GB	640.4 MB	262.7 MB
106	56/a1d6cf	4684423	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 06:29:47.855	1h 13m 5s	4m 32s	138.6%	4 GB	23.8 GB	2.5 GB	1.1 GB
79	4e/3a1b01	4684426	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 06:35:47.934	1h 6m 5s	2m 15s	143.4%	4 GB	24.8 GB	2.4 GB	1 GB
97	bf/02ae3a	4684386	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 05:34:52.644	1h 55m 40s	1m 31s	148.7%	4 GB	24.8 GB	1.7 GB	737.2 MB
65	82/4363c7	4684372	preprocessing_mapping:mergeBamAlignment (NA12878)	CACHED	0	2023-06-23 05:21:17.576	2h 6m 10s	2m 9s	148.0%	4 GB	24.8 GB	2.4 GB	1 GB
